No,Branch Code,Branch Store Name,Province (English),Province (Khmer),District (English),District (Khmer),Commune (English),Commune (Khmer),NCDD Commune Code,Latitude,Longitude,Nearby Places Count,Top 3-5 Nearby Places (EN | KH | Distance),English Search Keywords (Pipe Separated),Khmer Search Keywords (Pipe Separated)
500,"SIEA037","Ruessei Lok","Siemreap","សៀមរាប","Chi Kraeng","ជីក្រែង","Ruessei Lok","ឫស្សីលក","170410","13.199103","104.214583",5,"Phum Ou (ផ្សារផុម អូ) - 0.21km ; Salakokos (ផ្សារសាលាកូកូស) - 5.48km ; Domrey Chlorng (ផ្សារដូមរេយ ចលូរង) - 6.03km ; Boueng Kchong Market (ផ្សារបអូេង កចូង) - 8.4km ; Thnol Chek Market (ផ្សារថ្នល់ចេក) - 9.44km","SIEA037 | Ruessei Lok | Siemreap | Chi Kraeng | Phum Ou | Salakokos | Domrey Chlorng | Boueng Kchong Market | Thnol Chek Market","សៀមរាប | ជីក្រែង | ផ្សារផុម អូ | ផ្សារសាលាកូកូស | ផ្សារដូមរេយ ចលូរង | ផ្សារបអូេង កចូង | ផ្សារថ្នល់ចេក"
501,"SIEA038","Peak Snaeng","Siemreap","សៀមរាប","Angkor Thum","អង្គរធំ","Peak Snaeng","ពាក់ស្នែង","170203","103.880291","66728622",1,"Angkor Thum Center (អង្គរធំ មជ្ឈមណ្ឌល) - 0km","SIEA038 | Peak Snaeng | Siemreap | Angkor Thum | Angkor Thum Center","សៀមរាប | អង្គរធំ | អង្គរធំ មជ្ឈមណ្ឌល"
502,"SIEA039","Kandaek","Siemreap","សៀមរាប","Prasat Bakong","ប្រាសាទបាគង","Kandaek","កណ្ដែក","170906","13.356339","103.916749",5,"Tram Nak (ផ្សារត្រាម នាក) - 2.56km ; Tela () - 2.84km ; Khnar Market (ផ្សារខ្នារ) - 2.84km ; Spar Wat Laok (ផ្សារសពារ វាត លៅក) - 3.19km ; Borey Sengnam Market (ផ្សារ បុរីសៀងណាំ) - 3.22km","SIEA039 | Kandaek | Siemreap | Prasat Bakong | Tram Nak | Tela | Khnar Market | Spar Wat Laok | Borey Sengnam Market","សៀមរាប | ប្រាសាទបាគង | ផ្សារត្រាម នាក | ផ្សារខ្នារ | ផ្សារសពារ វាត លៅក | ផ្សារ បុរីសៀងណាំ"
503,"SIEP001","Siem Reab","Kandal","កណ្តាល","Kandal Stueng","កណ្ដាលស្ទឹង","Siem Reab","សៀមរាប","080122","13.359287","103.883998",5,"Tela () - 0.73km ; Phsar Leu Thom Thmey (ផ្សារលើធំថ្មី) - 0.84km ; Phsar Leu Thom Tmey (ផ្សារលើធំថ្មី) - 1.02km ; Phsar Leu Thom Thmei Market (ផ្សារលើធំថ្មី) - 1.02km ; Tram Nak (ផ្សារត្រាម នាក) - 1.11km","SIEP001 | Siem Reab | Kandal | Kandal Stueng | Tela | Phsar Leu Thom Thmey | Phsar Leu Thom Tmey | Phsar Leu Thom Thmei Market | Tram Nak","កណ្តាល | កណ្ដាលស្ទឹង | ផ្សារលើធំថ្មី | ផ្សារត្រាម នាក"
504,"SIES001","Kouk Chak","Siemreap","សៀមរាប","Siem Reap","សៀមរាប","Kok Chak","គោកចក","171003","13.381318","103.853015",5,"Phsar Deum Kralanh (ផ្សារដើមក្រឡាញ់) - 0.2km ; Phsa Samdech Hun Sen Derm Kralanh (ផ្សារ សាមដេច ហុន សេន ដេរម ក្រឡាញ់) - 0.28km ; Psa Angkor Tmey (ផ្សារ ាងកូរ ថ្មី) - 1.55km ; Kim Mart (គីមម៉ាត) - 1.57km ; Aramaru (អារាម៉ារួ) - 1.6km","SIES001 | Kouk Chak | Siemreap | Siem Reap | Phsar Deum Kralanh | Phsa Samdech Hun Sen Derm Kralanh | Psa Angkor Tmey | Kim Mart | Aramaru","សៀមរាប | ផ្សារដើមក្រឡាញ់ | ផ្សារ សាមដេច ហុន សេន ដេរម ក្រឡាញ់ | ផ្សារ ាងកូរ ថ្មី | គីមម៉ាត | អារាម៉ារួ"
505,"SIES002","Siem Reab","Kandal","កណ្តាល","Kandal Stueng","កណ្ដាលស្ទឹង","Siem Reab","សៀមរាប","080122","13.359275","103.854515",5,"Asia Market (ទីផ្សារអាស៊ី) - 0.2km ; Angkor Market (ផ្សារអង្គរ) - 0.22km ; Indian mart (ម៉ាតឥណ្ឌា) - 0.22km ; Asia Market () - 0.22km ; Chinese () - 0.26km","SIES002 | Siem Reab | Kandal | Kandal Stueng | Asia Market | Angkor Market | Indian mart | Chinese","កណ្តាល | កណ្ដាលស្ទឹង | ទីផ្សារអាស៊ី | ផ្សារអង្គរ | ម៉ាតឥណ្ឌា"
506,"SIES003","Dam Daek","Siemreap","សៀមរាប","Soutr Nikom","សូទ្រនិគម","Dam Daek","ដំដែក","171102","13.244512","104.124204",5,"Dom Deak Market (ផ្សារដូម ដោក) - 0.14km ; Thnol Chek Market (ផ្សារថ្នល់ចេក) - 1.57km ; Boueng Kchong Market (ផ្សារបអូេង កចូង) - 4.52km ; Salakokos (ផ្សារសាលាកូកូស) - 5.57km ; Rokarkombot Market (ផ្សាររូការកូមបូត) - 9.96km","SIES003 | Dam Daek | Siemreap | Soutr Nikom | Dom Deak Market | Thnol Chek Market | Boueng Kchong Market | Salakokos | Rokarkombot Market","សៀមរាប | សូទ្រនិគម | ផ្សារដូម ដោក | ផ្សារថ្នល់ចេក | ផ្សារបអូេង កចូង | ផ្សារសាលាកូកូស | ផ្សាររូការកូមបូត"
507,"DVCZ4","Vehicle Team Z4","Battambang","Battambang","Banan","បាណន់","Chheu Teal","ឈើទាល","020104","","",1,"Banan Center (បាណន់ មជ្ឈមណ្ឌល) - 0km","DVCZ4 | Vehicle Team Z4 | Battambang | Banan | Banan Center","បាណន់ | បាណន់ មជ្ឈមណ្ឌល"
508,"HUBSIH01","Hub vùng HUBSIH01","Kandal","កណ្តាល","Kandal Stueng","កណ្ដាលស្ទឹង","Cheung Kaeub","ជើងកើប","080105","10.72425540436019","103.81133409318521",5,"Phsar Thmei () - 0.15km ; Phsar Veal Renh () - 2.22km ; Veal Renh Market (ផ្សារវាលរេញ) - 2.28km ; Trapeang Moul (ផ្សារត្រាពោង មអូល) - 3.48km ; Market Prey Nob (ផ្សារព្រៃនប់) - 10.96km","HUBSIH01 | Hub vùng HUBSIH01 | Kandal | Kandal Stueng | Phsar Thmei | Phsar Veal Renh | Veal Renh Market | Trapeang Moul | Market Prey Nob","កណ្តាល | កណ្ដាលស្ទឹង | ផ្សារវាលរេញ | ផ្សារត្រាពោង មអូល | ផ្សារព្រៃនប់"
509,"SIHA001","Tumnob Rolok","Preah Sihanouk","ព្រះសីហនុ","Stueng Hav","ស្ទឹងហាវ","Tumnob Rolok","ទំនប់រលក","180303","10.737428","103.624233",2,"Stueng Hav Market (ផ្សារសតុេង ហាវ) - 0.06km ; Stueng Hav Center (ស្ទឹងហាវ មជ្ឈមណ្ឌល) - 0km","SIHA001 | Tumnob Rolok | Preah Sihanouk | Stueng Hav | Stueng Hav Market | Stueng Hav Center","ព្រះសីហនុ | ស្ទឹងហាវ | ផ្សារសតុេង ហាវ | ស្ទឹងហាវ មជ្ឈមណ្ឌល"
510,"SIHA002","Boeng Ta Prum","Preah Sihanouk","ព្រះសីហនុ","Kampong Soam","កំពង់សោម","Boeng Ta Prum","បឹងតាព្រហ្ម","180604","10.573382","103.773205",4,"Boeng Taprum (ផ្សារបឹង តាព្រុម) - 0.2km ; O. Chamna (ផ្សារo. ចាមនា) - 2.13km ; Koh Khorng (ផ្សារកោះខ្យង) - 4.42km ; Market Prey Nob (ផ្សារព្រៃនប់) - 6.37km","SIHA002 | Boeng Ta Prum | Preah Sihanouk | Kampong Soam | Boeng Taprum | O. Chamna | Koh Khorng | Market Prey Nob","ព្រះសីហនុ | កំពង់សោម | ផ្សារបឹង តាព្រុម | ផ្សារo. ចាមនា | ផ្សារកោះខ្យង | ផ្សារព្រៃនប់"
511,"SIHA003","Ou Oknha Heng","Preah Sihanouk","ព្រះសីហនុ","Kampong Soam","កំពង់សោម","Ou Oknha Heng","អូរឧកញ៉ាហេង","180603","10.589629","103.763962",4,"O. Chamna (ផ្សារo. ចាមនា) - 0.07km ; Boeng Taprum (ផ្សារបឹង តាព្រុម) - 2.26km ; Market Prey Nob (ផ្សារព្រៃនប់) - 4.9km ; Koh Khorng (ផ្សារកោះខ្យង) - 6.48km","SIHA003 | Ou Oknha Heng | Preah Sihanouk | Kampong Soam | O. Chamna | Boeng Taprum | Market Prey Nob | Koh Khorng","ព្រះសីហនុ | កំពង់សោម | ផ្សារo. ចាមនា | ផ្សារបឹង តាព្រុម | ផ្សារព្រៃនប់ | ផ្សារកោះខ្យង"
512,"SIHA004","Prey Nob","Preah Sihanouk","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","Andoung Thma","អណ្ដូងថ្ម","180201","10.629706","103.782186",5,"Market Prey Nob (ផ្សារព្រៃនប់) - 0.04km ; O. Chamna (ផ្សារo. ចាមនា) - 4.83km ; Boeng Taprum (ផ្សារបឹង តាព្រុម) - 6.46km ; Veal Renh Market (ផ្សារវាលរេញ) - 9.06km ; Phsar Veal Renh () - 9.08km","SIHA004 | Prey Nob | Preah Sihanouk | Market Prey Nob | O. Chamna | Boeng Taprum | Veal Renh Market | Phsar Veal Renh","ព្រះសីហនុ | ព្រៃនប់ | ផ្សារព្រៃនប់ | ផ្សារo. ចាមនា | ផ្សារបឹង តាព្រុម | ផ្សារវាលរេញ"
513,"SIHA005","Andoung Thma","Preah Sihanouk","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","Andoung Thma","អណ្ដូងថ្ម","180201","10.675489","103.800485",5,"Veal Renh Market (ផ្សារវាលរេញ) - 3.6km ; Phsar Veal Renh () - 3.62km ; Market Prey Nob (ផ្សារព្រៃនប់) - 5.45km ; Phsar Thmei () - 5.54km ; Trapeang Moul (ផ្សារត្រាពោង មអូល) - 8.83km","SIHA005 | Andoung Thma | Preah Sihanouk | Prey Nob | Veal Renh Market | Phsar Veal Renh | Market Prey Nob | Phsar Thmei | Trapeang Moul","ព្រះសីហនុ | ព្រៃនប់ | ផ្សារវាលរេញ | ផ្សារព្រៃនប់ | ផ្សារត្រាពោង មអូល"
514,"SIHA006","Cheung Kou","Preah Sihanouk","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","Cheung Kou","ជើងគោ","180204","10.753846","103.804156",4,"Trapeang Moul (ផ្សារត្រាពោង មអូល) - 0.12km ; Phsar Thmei () - 3.33km ; Phsar Veal Renh () - 5.61km ; Veal Renh Market (ផ្សារវាលរេញ) - 5.67km","SIHA006 | Cheung Kou | Preah Sihanouk | Prey Nob | Trapeang Moul | Phsar Thmei | Phsar Veal Renh | Veal Renh Market","ព្រះសីហនុ | ព្រៃនប់ | ផ្សារត្រាពោង មអូល | ផ្សារវាលរេញ"
515,"SIHA007","Lekh Muoy 01","Preah Sihanouk","ព្រះសីហនុ","Preah Sihanouk","ព្រះសីហនុ","lek Muoy","លេខ១","180101","10.662359","103.522013",5,"Tumnob Rolork Market (ផ្សារទំនប់ រូលូរក) - 0.09km ; Khlang Leu Market (ផ្សារខលាង លើ) - 3.43km ; Icon Supermarket () - 3.49km ; Sihanoukville Phsar Leu (ផ្សារលើ ព្រះសីហនុ) - 3.94km ; Sihanoukville Market (ផ្សាររាត្រីក្រុងព្រះសីហនុ) - 4km","SIHA007 | Lekh Muoy 01 | Preah Sihanouk | Tumnob Rolork Market | Khlang Leu Market | Icon Supermarket | Sihanoukville Phsar Leu | Sihanoukville Market","ព្រះសីហនុ | ផ្សារទំនប់ រូលូរក | ផ្សារខលាង លើ | ផ្សារលើ ព្រះសីហនុ | ផ្សាររាត្រីក្រុងព្រះសីហនុ"
516,"SIHA008","Lekh Muoy 02","Preah Sihanouk","ព្រះសីហនុ","Preah Sihanouk","ព្រះសីហនុ","lek Muoy","លេខ១","180101","10.664146","103.522118",5,"Tumnob Rolork Market (ផ្សារទំនប់ រូលូរក) - 0.11km ; Khlang Leu Market (ផ្សារខលាង លើ) - 3.6km ; Icon Supermarket () - 3.68km ; Sihanoukville Phsar Leu (ផ្សារលើ ព្រះសីហនុ) - 4.13km ; Sihanoukville Market (ផ្សាររាត្រីក្រុងព្រះសីហនុ) - 4.2km","SIHA008 | Lekh Muoy 02 | Preah Sihanouk | Tumnob Rolork Market | Khlang Leu Market | Icon Supermarket | Sihanoukville Phsar Leu | Sihanoukville Market","ព្រះសីហនុ | ផ្សារទំនប់ រូលូរក | ផ្សារខលាង លើ | ផ្សារលើ ព្រះសីហនុ | ផ្សាររាត្រីក្រុងព្រះសីហនុ"
517,"SIHA009","Stueng Chhay","Preah Sihanouk","ព្រះសីហនុ","Kampong Seila","កំពង់សីលា","Stueng Chhay","ស្ទឹងឆាយ","180404","10.939812","103.798362",3,"Stung Chai Makert (ផ្សារសតុង ចៃ មាកេរត) - 0.05km ; Market () - 11.4km ; Chomrka Luang Market (ផ្សារចូមរកា លុាង) - 11.43km","SIHA009 | Stueng Chhay | Preah Sihanouk | Kampong Seila | Stung Chai Makert | Market | Chomrka Luang Market","ព្រះសីហនុ | កំពង់សីលា | ផ្សារសតុង ចៃ មាកេរត | ផ្សារចូមរកា លុាង"
518,"SIHP001","Preah Sihanouk","Preah Sihanouk","ព្រះសីហនុ","Preah Sihanouk","ព្រះសីហនុ","lek Muoy","លេខ១","180101","10.620638","103.541226",5,"Big supermarket () - 0.17km ; Foody KPS () - 0.3km ; O2 Market (ផ្សារo2) - 0.47km ; Ta Chhe Market (ផ្សារតាជេ) - 1km ; China Market (ផ្សារចីនា) - 1.04km","SIHP001 | Preah Sihanouk | Big supermarket | Foody KPS | O2 Market | Ta Chhe Market | China Market","ព្រះសីហនុ | ផ្សារo2 | ផ្សារតាជេ | ផ្សារចីនា"
519,"SIHS001","Lekh Buon","Preah Sihanouk","ព្រះសីហនុ","Preah Sihanouk","ព្រះសីហនុ","lek Muoy","លេខ១","180101","10.61986","103.52744",5,"Samudera () - 0.18km ; Phsar Leur () - 0.42km ; 7 days shopping () - 0.45km ; Phsar Leu (ផ្សារលើ) - 0.57km ; Phsar Leu Sihanoukville (ផ្សារលើក្រុងព្រះសីហនុ) - 0.57km","SIHS001 | Lekh Buon | Preah Sihanouk | Samudera | Phsar Leur | 7 days shopping | Phsar Leu | Phsar Leu Sihanoukville","ព្រះសីហនុ | ផ្សារលើ | ផ្សារលើក្រុងព្រះសីហនុ"
520,"SIHS002","Veal Renh","Preah Sihanouk","ព្រះសីហនុ","Prey Nob","ព្រៃនប់","Veal Renh","វាលរេញ","180214","10.709813","103.818335",5,"Phsar Veal Renh () - 0.67km ; Veal Renh Market (ផ្សារវាលរេញ) - 0.68km ; Phsar Thmei () - 1.86km ; Trapeang Moul (ផ្សារត្រាពោង មអូល) - 5.23km ; Market Prey Nob (ផ្សារព្រៃនប់) - 9.72km","SIHS002 | Veal Renh | Preah Sihanouk | Prey Nob | Phsar Veal Renh | Veal Renh Market | Phsar Thmei | Trapeang Moul | Market Prey Nob","ព្រះសីហនុ | ព្រៃនប់ | ផ្សារវាលរេញ | ផ្សារត្រាពោង មអូល | ផ្សារព្រៃនប់"
521,"SPEA001","Preah Khae","Kampong Speu","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","Preah Khae","ព្រះខែ","050115","11.174528","104.500433",5,"Trapeang Phong (ផ្សារត្រាពោង ផូង) - 0.11km ; Borseth Market (ផ្សារបូរសេថ) - 5.05km ; Slap Leng Market (ផ្សារសលាព លេង) - 9.96km ; Trapeang Andaeuk Market (ផ្សារត្រពាំងអណ្ដើក) - 10.99km ; Tropeang Andeuk Market (ផ្សារត្រពាំងអណ្តើក) - 11.02km","SPEA001 | Preah Khae | Kampong Speu | Basedth | Trapeang Phong | Borseth Market | Slap Leng Market | Trapeang Andaeuk Market | Tropeang Andeuk Market","កំពង់ស្ពឺ | បរសេដ្ឋ | ផ្សារត្រាពោង ផូង | ផ្សារបូរសេថ | ផ្សារសលាព លេង | ផ្សារត្រពាំងអណ្ដើក | ផ្សារត្រពាំងអណ្តើក"
522,"SPEA002","Svay Rumpear","Kampong Chhnang","កំពង់ឆ្នាំង","Kampong Leaeng","កំពង់លែង","Svay Rumpear","ស្វាយរំពារ","040408","11.211305","104.583741",5,"Slap Leng Market (ផ្សារសលាព លេង) - 0.02km ; Borseth Market (ផ្សារបូរសេថ) - 8.66km ; Trapeang Phong (ផ្សារត្រាពោង ផូង) - 10.08km ; Srong Market (ផ្សារស្រូង) - 10.43km ; Pang Sey Market (ផ្សារពាង សេយ) - 11.95km","SPEA002 | Svay Rumpear | Kampong Chhnang | Kampong Leaeng | Slap Leng Market | Borseth Market | Trapeang Phong | Srong Market | Pang Sey Market","កំពង់ឆ្នាំង | កំពង់លែង | ផ្សារសលាព លេង | ផ្សារបូរសេថ | ផ្សារត្រាពោង ផូង | ផ្សារស្រូង | ផ្សារពាង សេយ"
523,"SPEA003","Krang Chek","Kampong Speu","កំពង់ស្ពឺ","Samkkei Munichay","សាមគ្គីមុនីជ័យ","Krang Chek","ក្រាំងចេក","051004","11.582755","104.531477",4," (ផ្សារក្រាំងចេក) - 0.05km ; Krang Chek (ផ្សារក្រាំងចេក) - 0.13km ; Bon Teiy Khmer (ផ្សារបូន តីយ ខមេរ) - 5.34km ; Trapeang Kin Market (ផ្សារត្រពាំងគិន) - 6.91km","SPEA003 | Krang Chek | Kampong Speu | Samkkei Munichay | Bon Teiy Khmer | Trapeang Kin Market","កំពង់ស្ពឺ | សាមគ្គីមុនីជ័យ | ផ្សារក្រាំងចេក | ផ្សារបូន តីយ ខមេរ | ផ្សារត្រពាំងគិន"
524,"SPEA004","Roka Kaoh 01","Kampong Speu","កំពង់ស្ពឺ","Kong Pisei","គងពិសី","Roka Kaoh","រកាកោះ","050308","11.426686","104.661059",5,"Angmetrey (ផ្សារាងមេត្រេយ) - 1.06km ; Ang Metrey Market () - 1.16km ; Roka Koh (ផ្សាររូកា កូហ) - 3.62km ; Samaki Market (ផ្សារសាមគ្គី) - 7.38km ; Thnal Toteung (ផ្សារថ្នល់ តូតេុង) - 7.6km","SPEA004 | Roka Kaoh 01 | Kampong Speu | Kong Pisei | Angmetrey | Ang Metrey Market | Roka Koh | Samaki Market | Thnal Toteung","កំពង់ស្ពឺ | គងពិសី | ផ្សារាងមេត្រេយ | ផ្សាររូកា កូហ | ផ្សារសាមគ្គី | ផ្សារថ្នល់ តូតេុង"
525,"SPEA005","Sambour","Kampong Cham","កំពង់ចាម","Batheay","បាធាយ","Sambour","សំបូរ","030107","11.533326","104.618288",5,"Trapeang Kong Market (ផ្សារត្រពាំងគង) - 5.4km ; Prey Phet Market (ផ្សារព្រៃភេត) - 5.65km ; Phsar Ang Snuol (ផ្សារអង្គស្នួល) - 6.09km ; Samaki Market (ផ្សារសាមគ្គី) - 6.28km ; Thnal Toteung (ផ្សារថ្នល់ តូតេុង) - 6.58km","SPEA005 | Sambour | Kampong Cham | Batheay | Trapeang Kong Market | Prey Phet Market | Phsar Ang Snuol | Samaki Market | Thnal Toteung","កំពង់ចាម | បាធាយ | ផ្សារត្រពាំងគង | ផ្សារព្រៃភេត | ផ្សារអង្គស្នួល | ផ្សារសាមគ្គី | ផ្សារថ្នល់ តូតេុង"
526,"SPEA007","Samrong Tong","Kampong Speu","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","Samrong Tong","សំរោងទង","050707","11.54068","104.595483",5,"Prey Phet Market (ផ្សារព្រៃភេត) - 6.65km ; Trapeang Kong Market (ផ្សារត្រពាំងគង) - 6.93km ; Chambot Market (ផ្សារចាមបូត) - 8.08km ;  (ផ្សារក្រាំងចេក) - 8.36km ; Trapeang Kin Market (ផ្សារត្រពាំងគិន) - 8.39km","SPEA007 | Samrong Tong | Kampong Speu | Samraong Tong | Prey Phet Market | Trapeang Kong Market | Chambot Market | Trapeang Kin Market","កំពង់ស្ពឺ | សំរោងទង | ផ្សារព្រៃភេត | ផ្សារត្រពាំងគង | ផ្សារចាមបូត | ផ្សារក្រាំងចេក | ផ្សារត្រពាំងគិន"
527,"SPEA008","Pou Chamraeun","Kampong Speu","កំពង់ស្ពឺ","Basedth","បរសេដ្ឋ","Pou Chamraeun","ពោធិ៍ចំរើន","050108","11.105882","104.598308",5,"Ang Rorka Market (ផ្សារាង រូរកា) - 7.93km ; Angroka Market (ផ្សារអង្គរការ) - 8.02km ; Borseth Market (ផ្សារបូរសេថ) - 8.07km ; Thol Bott Market (ផ្សារថូល បូតត) - 9.91km ; Thnol Bot Market (ផ្សារថ្នល់ បូត) - 10.06km","SPEA008 | Pou Chamraeun | Kampong Speu | Basedth | Ang Rorka Market | Angroka Market | Borseth Market | Thol Bott Market | Thnol Bot Market","កំពង់ស្ពឺ | បរសេដ្ឋ | ផ្សារាង រូរកា | ផ្សារអង្គរការ | ផ្សារបូរសេថ | ផ្សារថូល បូតត | ផ្សារថ្នល់ បូត"
528,"SPEA009","Traeng Trayueng","Kampong Speu","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","Traeng Trayueng","ត្រែងត្រយឹង","050613","11.277905","104.211297",2,"Traeng Trayueng Market (ផ្សារត្រែង ត្រាយុេង) - 0.08km ; Phnum Sruoch Center (ភ្នំស្រួច មជ្ឈមណ្ឌល) - 0km","SPEA009 | Traeng Trayueng | Kampong Speu | Phnum Sruoch | Traeng Trayueng Market | Phnum Sruoch Center","កំពង់ស្ពឺ | ភ្នំស្រួច | ផ្សារត្រែង ត្រាយុេង | ភ្នំស្រួច មជ្ឈមណ្ឌល"
529,"SPEA010","Pneay","Kampong Speu","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","Pneay","ព្នាយ","050705","11.517333","104.520212",5,"Trapeang Kin Market (ផ្សារត្រពាំងគិន) - 0.46km ; Market Angserye (ផ្សារាងសេរយេ) - 5.67km ; Kampong Speu Market (ផ្សារកំពង់ស្ពឺ) - 6.21km ; Chbar Mon Market (ផ្សារច្បារមន) - 6.21km ; Chambot Market (ផ្សារចាមបូត) - 6.62km","SPEA010 | Pneay | Kampong Speu | Samraong Tong | Trapeang Kin Market | Market Angserye | Kampong Speu Market | Chbar Mon Market | Chambot Market","កំពង់ស្ពឺ | សំរោងទង | ផ្សារត្រពាំងគិន | ផ្សារាងសេរយេ | ផ្សារកំពង់ស្ពឺ | ផ្សារច្បារមន | ផ្សារចាមបូត"
530,"SPEA011","Rung Roeang","Kampong Speu","កំពង់ស្ពឺ","Thpong","ថ្ពង","Rung Roeang","រុងរឿង","050805","11.721285","104.520246",4,"New Village Market (ផ្សារនេវ វីលលាហ្គេ) - 0.12km ; Samrong Market (ផ្សារសំរោង) - 4.61km ; Krang Sramor Market (ផ្សារក្រាំងស្រមរ) - 7.73km ; Anlong Chre Market (ផ្សារានលូង ចរេ) - 11.11km","SPEA011 | Rung Roeang | Kampong Speu | Thpong | New Village Market | Samrong Market | Krang Sramor Market | Anlong Chre Market","កំពង់ស្ពឺ | ថ្ពង | ផ្សារនេវ វីលលាហ្គេ | ផ្សារសំរោង | ផ្សារក្រាំងស្រមរ | ផ្សារានលូង ចរេ"
531,"SPEA012","Amleang","Kampong Speu","កំពង់ស្ពឺ","Thpong","ថ្ពង","Amleang","អមលាំង","050801","11.801009","104.342315",3,"Thnal Bambaek Market (ផ្សារថ្នល់បំបែក) - 0.99km ; Anlong Chre Market (ផ្សារានលូង ចរេ) - 10.33km ; Chamka Rompov Market (ផ្សារចំការរម្ពៅ) - 10.41km","SPEA012 | Amleang | Kampong Speu | Thpong | Thnal Bambaek Market | Anlong Chre Market | Chamka Rompov Market","កំពង់ស្ពឺ | ថ្ពង | ផ្សារថ្នល់បំបែក | ផ្សារានលូង ចរេ | ផ្សារចំការរម្ពៅ"
532,"SPEA013","Skuh","Kampong Speu","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","Skuh","ស្គុះ","050710","11.404436","104.51386",5,"Phsar Kampong Speu (ផ្សារកំពង់ស្ពឺ) - 5.57km ; Vatchumna (ផ្សារវាតចុមនា) - 5.64km ; Kampong Speu Market (ផ្សារកំពង់ស្ពឺ) - 6.39km ; Chbar Mon Market (ផ្សារច្បារមន) - 6.4km ; Market Angserye (ផ្សារាងសេរយេ) - 7.99km","SPEA013 | Skuh | Kampong Speu | Samraong Tong | Phsar Kampong Speu | Vatchumna | Kampong Speu Market | Chbar Mon Market | Market Angserye","កំពង់ស្ពឺ | សំរោងទង | ផ្សារកំពង់ស្ពឺ | ផ្សារវាតចុមនា | ផ្សារច្បារមន | ផ្សារាងសេរយេ"
533,"SPEA014","Chambak","Kampong Speu","កំពង់ស្ពឺ","Phnum Sruoch","ភ្នំស្រួច","Chambak","ចំបក់","050601","11.396063","104.111423",1,"Phnum Sruoch Center (ភ្នំស្រួច មជ្ឈមណ្ឌល) - 0km","SPEA014 | Chambak | Kampong Speu | Phnum Sruoch | Phnum Sruoch Center","កំពង់ស្ពឺ | ភ្នំស្រួច | ភ្នំស្រួច មជ្ឈមណ្ឌល"
534,"SPEA015","Roleang Kreul 01","Kampong Speu","កំពង់ស្ពឺ","Samraong Tong","សំរោងទង","Roleang Kreul","រលាំងគ្រើល","050706","11.445192","104.62579",5,"Ang Metrey Market () - 3.38km ; Angmetrey (ផ្សារាងមេត្រេយ) - 3.42km ; Trapeang Kong Market (ផ្សារត្រពាំងគង) - 4.44km ; Prey Phet Market (ផ្សារព្រៃភេត) - 4.48km ; Sweet Tamarind  Market (ផ្សារអម្ពិលផ្អែម) - 4.5km","SPEA015 | Roleang Kreul 01 | Kampong Speu | Samraong Tong | Ang Metrey Market | Angmetrey | Trapeang Kong Market | Prey Phet Market | Sweet Tamarind  Market","កំពង់ស្ពឺ | សំរោងទង | ផ្សារាងមេត្រេយ | ផ្សារត្រពាំងគង | ផ្សារព្រៃភេត | ផ្សារអម្ពិលផ្អែម"
535,"SPEA016","Roka Kaoh 02","Kampong Speu","កំពង់ស្ពឺ","Kong Pisei","គងពិសី","Roka Kaoh","រកាកោះ","050308","11.412777","104.651533",5,"Angmetrey (ផ្សារាងមេត្រេយ) - 2.41km ; Ang Metrey Market () - 2.54km ; Roka Koh (ផ្សាររូកា កូហ) - 4.1km ; Kor Krous (ផ្សារកូរ ក្រអូស) - 6.82km ; Sweet Tamarind  Market (ផ្សារអម្ពិលផ្អែម) - 8.15km","SPEA016 | Roka Kaoh 02 | Kampong Speu | Kong Pisei | Angmetrey | Ang Metrey Market | Roka Koh | Kor Krous | Sweet Tamarind  Market","កំពង់ស្ពឺ | គងពិសី | ផ្សារាងមេត្រេយ | ផ្សាររូកា កូហ | ផ្សារកូរ ក្រអូស | ផ្សារអម្ពិលផ្អែម"
536,"SPEA017","Khsem Khsan","Kampong Speu","កំពង់ស្ពឺ","Odongk Maechay","ឧដុង្គម៉ែជ័យ","Khsem Khsant","ក្សេមក្សាន្ដ","050905","11.686979","104.70185",5,"Bat Doeng (ផ្សារបាត ដូេង) - 1.38km ; Trapeang Pring Market (ផ្សារត្រពាំងព្រីង) - 9.12km ; Chreyn Lors (ផ្សារចរេយន លូរស) - 10.28km ; Khsach Poun Market (ផ្សារខ្សាច់ពូន) - 10.41km ; Damnak Smack (ផ្សារដាមនាក សមាកក) - 10.95km","SPEA017 | Khsem Khsan | Kampong Speu | Odongk Maechay | Bat Doeng | Trapeang Pring Market | Chreyn Lors | Khsach Poun Market | Damnak Smack","កំពង់ស្ពឺ | ឧដុង្គម៉ែជ័យ | ផ្សារបាត ដូេង | ផ្សារត្រពាំងព្រីង | ផ្សារចរេយន លូរស | ផ្សារខ្សាច់ពូន | ផ្សារដាមនាក សមាកក"
