No,Branch Code,Branch Store Name,Province (English),Province (Khmer),District (English),District (Khmer),Commune (English),Commune (Khmer),NCDD Commune Code,Latitude,Longitude,English Keywords Count,English Search Keywords (Pipe Separated),Khmer Keywords Count,Khmer Search Keywords (Pipe Separated)
82,"CHAA004","Sandaek","Kampong Cham","កំពង់ចាម","Batheay","បាធាយ","Sandaek","សណ្ដែក","030108","12.123065","104.970836",4,"CHAA004 | Sandaek | Batheay | 030108",8,"កំពង់ចាម | បាធាយ | សណ្ដែក | ផ្សារផាវ | ផ្សារទំនប់ | ផ្សារ ព្រេយ ក្រី | ផ្សារថាន ចេយ | ផ្សារឃុំផ្អាវ"
83,"CHAA005","Me Sar Chrey","Kampong Cham","កំពង់ចាម","Stueng Trang","ស្ទឹងត្រង់","Me Sar Chrey","មេសរជ្រៃ","031505","12.29968","105.419272",4,"CHAA005 | Me Sar Chrey | Stueng Trang | 031505",6,"កំពង់ចាម | ស្ទឹងត្រង់ | មេសរជ្រៃ | ផ្សារមេសូរ ជ្រៃ | ផ្សារសពេុ | ផ្សារមេសរជ្រៃ"
84,"CHAA006","Peam Chi Kang","Kampong Cham","កំពង់ចាម","Kang Meas","កងមាស","Peam Chi Kang","ពាមជីកង","030704","11.946622","105.247515",4,"CHAA006 | Peam Chi Kang | Kang Meas | 030704",8,"កំពង់ចាម | កងមាស | ពាមជីកង | ផ្សារពាមជីកង | ផ្សារព្រោក រូមដេង | ផ្សារព្រោក ដូបុក | ផ្សារថលូក ករូវ | ផ្សារព្រែកដំបូក"
85,"CHAA007","Ta Prok","Kampong Cham","កំពង់ចាម","Chamkar Leu","ចំការលើ","Ta Prok","តាប្រុក","030208","12.376818","105.222342",4,"CHAA007 | Ta Prok | Chamkar Leu | 030208",7,"កំពង់ចាម | ចំការលើ | តាប្រុក | ផ្សារក្រវ៉ា | ផ្សារចំការលើ | ផ្សារតាពាង ដេយថមេយ | ផ្សារស្វាយទាប"
86,"CHAA008","Thma Pun","Kampong Cham","កំពង់ចាម","Prey Chhor","ព្រៃឈរ","Thma Pun","ថ្មពូន","031313","12.162685","105.246162",4,"CHAA008 | Thma Pun | Prey Chhor | 031313",8,"កំពង់ចាម | ព្រៃឈរ | ថ្មពូន | ផ្សារបូសស ខនូរ | ផ្សារនាកតា សតេង | ផ្សារព្រេយ តូតុេង | ផ្សារកូរ | ផ្សារព្រៃទទឹង"
87,"CHAA009","Tang Krang","Kampong Cham","កំពង់ចាម","Batheay","បាធាយ","Tang Krang","តាំងក្រាំង","030109","11.885387","104.935627",4,"CHAA009 | Tang Krang | Batheay | 030109",7,"កំពង់ចាម | បាធាយ | តាំងក្រាំង | ផ្សាររូកា កៅង | ផ្សារចុង ព្រេក | ផ្សារភ្នំដេល | ផ្សារកំពង់ ប្រាសាទ"
88,"CHAA010","Bos Khnor","Kampong Cham","កំពង់ចាម","Chamkar Leu","ចំការលើ","Bos Khnor","បុសខ្នុរ","030201","12.180892","105.322863",4,"CHAA010 | Bos Khnor | Chamkar Leu | 030201",4,"កំពង់ចាម | ចំការលើ | បុសខ្នុរ | ផ្សារបូសស ខនូរ"
89,"CHAA011","Lvea","Battambang","Battambang","Bavel","បវេល","Lvea","ល្វា","020403","12.057856","105.181435",4,"CHAA011 | Lvea | Bavel | 020403",9,"បវេល | ល្វា | ផ្សារនាកតា សតេង | ផ្សារព្រេយ តូតុេង | ផ្សារសកុន | ផ្សារកូរ | ផ្សារវាត ថមី | ផ្សារស្គន់ | ផ្សារព្រៃទទឹង"
90,"CHAA012","Khvet Thum","Kampong Cham","កំពង់ចាម","Prey Chhor","ព្រៃឈរ","Khvet Thum","ខ្វិតធំ","031304","12.059258","105.211236",4,"CHAA012 | Khvet Thum | Prey Chhor | 031304",9,"កំពង់ចាម | ព្រៃឈរ | ខ្វិតធំ | ផ្សារនាកតា សតេង | ផ្សារព្រេយ តូតុេង | ផ្សារកូរ | ផ្សារមីេន | ផ្សារវាត ថមី | ផ្សារព្រៃទទឹង"
91,"CHAA013","Chealea","Kampong Cham","កំពង់ចាម","Batheay","បាធាយ","Chealea","ជាលា","030103","11.9945","104.9433",4,"CHAA013 | Chealea | Batheay | 030103",7,"កំពង់ចាម | បាធាយ | ជាលា | ផ្សារផាវ | ផ្សារទំនប់ | ផ្សារផាត ចុម | ផ្សារឃុំផ្អាវ"
92,"CHAA014","Batheay","Kampong Cham","កំពង់ចាម","Batheay","បាធាយ","Batheay","បាធាយ","030101","12.027384","104.962943",3,"CHAA014 | Batheay | 030101",7,"កំពង់ចាម | បាធាយ | ផ្សារផាវ | ផ្សារទំនប់ | ផ្សារផាត ចុម | ផ្សារស្កុន | ផ្សារឃុំផ្អាវ"
93,"CHAA015","Soutib","Kampong Cham","កំពង់ចាម","Cheung Prey","ជើងព្រៃ","Soutib","សូទិព្វ","030308","12.05615","105.074797",4,"CHAA015 | Soutib | Cheung Prey | 030308",10,"កំពង់ចាម | ជើងព្រៃ | សូទិព្វ | ផ្សារទំនប់ | ផ្សារសកុន | ផ្សារវាត ថមី | ផ្សារផាត ចុម | ផ្សារថាន ចេយ | ផ្សារស្គន់ | ផ្សារស្កុន"
94,"CHAA016","Veal Vung","Kampong Cham","កំពង់ចាម","Kampong Cham","កំពង់ចាម","Veal Vong","វាលវង់","030504","11.979458","105.458557",7,"CHAA016 | Veal Vung | Kampong Cham | 030504 | night market | kizuna bridge | kampong cham bridge",11,"កំពង់ចាម | វាលវង់ | ផ្សារ7មករា | ផ្សារចី ហេរ | ផ្សារស្រែសៀម | ផ្សារបឹងកុក | ផ្សារធំកំពង់ចាម | ផ្សារ រុងចាក | ផ្សារ ព្រោកដោមចាន | ផ្សារថមាល កូល | ស្ពានគីហ្សូណា"
95,"CHAA017","Areak Tnaot","Kampong Cham","កំពង់ចាម","Stueng Trang","ស្ទឹងត្រង់","Areaks Tnot","អារក្សត្នោត","031501","12.362246","105.587401",4,"CHAA017 | Areak Tnaot | Stueng Trang | 031501",10,"កំពង់ចាម | ស្ទឹងត្រង់ | អារក្សត្នោត | ផ្សារបែកអន្លង់ | ce express ភ្នាក់ងារ ផ្សារបែកអន្លូង | ផ្សារបែកអន្លូង លក់បាយ | the3 mihel–មីហឹរ 7 យ៉ាង ""halal"" ផ្សារបែកអន្លូង | សុខឃឿនផ្សារបែកអន្លូង | ផ្សារ បែកអន្លូង (ផ្សារ សែនមនោរម្យ) | ផ្សារក្រូចឆ្មារ"
96,"CHAA018","Kampong Cham","Kampong Cham","កំពង់ចាម","Kampong Cham","កំពង់ចាម","Boeng Kok","បឹងកុក","030501","11.991004","105.466677",6,"CHAA018 | Kampong Cham | 030501 | night market | kizuna bridge | kampong cham bridge",11,"កំពង់ចាម | បឹងកុក | ផ្សារ7មករា | ផ្សារចី ហេរ | ផ្សារស្រែសៀម | ផ្សារបឹងកុក | ផ្សារធំកំពង់ចាម | ផ្សារ រុងចាក | ផ្សារ ព្រោកដោមចាន | ផ្សារថមាល កូល | ស្ពានគីហ្សូណា"
97,"CHAA019","Roka Koy","Kampong Cham","កំពង់ចាម","Kang Meas","កងមាស","Roka Koy","រកាគយ","030709","11.9412","105.3009",4,"CHAA019 | Roka Koy | Kang Meas | 030709",5,"កំពង់ចាម | កងមាស | រកាគយ | ផ្សារពាមជីកង | ផ្សារព្រោក រូមដេង"
98,"CHAA020","Hanchey","Kampong Cham","កំពង់ចាម","Kampong Siem","កំពង់សៀម","Hanchey","ហាន់ជ័យ","030602","12.1363","105.5264",4,"CHAA020 | Hanchey | Kampong Siem | 030602",3,"កំពង់ចាម | កំពង់សៀម | ហាន់ជ័យ"
99,"CHAA021","Svay Pou","Kampong Cham","កំពង់ចាម","Srei Santhor","ស្រីសន្ធរ","Svay Pou","ស្វាយពោធិ","031412","11.780832","105.081073",4,"CHAA021 | Svay Pou | Srei Santhor | 031412",14,"កំពង់ចាម | ស្រីសន្ធរ | ស្វាយពោធិ | ផ្សារព្រេកតាមោក | ផ្សារស្វាយរមៀត | ផ្សារព្រះប្រសប់ | ផ្សារព្រេយចាស | ផ្សារឫស្សី ចរូយ | ផ្សារព្រេក លីវ | ផ្សារកាង តា នូេង | ផ្សារព្រោក ពូ | ផ្សារមាន់ដប់ | ផ្សារព្រះប្រសប់ថ្មី | ផ្សារខ្សាច់កណ្ដាល"
100,"CHAA022","Preak Kak","Kampong Cham","កំពង់ចាម","Stueng Trang","ស្ទឹងត្រង់","Preak Kak","ព្រែកកក់","031510","12.258039","105.533665",4,"CHAA022 | Preak Kak | Stueng Trang | 031510",5,"កំពង់ចាម | ស្ទឹងត្រង់ | ព្រែកកក់ | ផ្សារសតុេង ត្រាង | ផ្សារក្រូចឆ្មារ"
101,"CHAA023","Preak Rumdeng","Kampong Cham","កំពង់ចាម","Srei Santhor","ស្រីសន្ធរ","Preaek Rumdeng","ព្រែករំដេង","031410","11.9178","105.23044",4,"CHAA023 | Preak Rumdeng | Srei Santhor | 031410",8,"កំពង់ចាម | ស្រីសន្ធរ | ព្រែករំដេង | ផ្សារពាមជីកង | ផ្សារព្រោក រូមដេង | ផ្សារព្រោក ដូបុក | ផ្សារថលូក ករូវ | ផ្សារព្រែកដំបូក"
102,"CHAA024","Tumnob","Kampong Cham","កំពង់ចាម","Batheay","បាធាយ","Tumnob","ទំនប់","030112","12.080426","104.975446",4,"CHAA024 | Tumnob | Batheay | 030112",11,"កំពង់ចាម | បាធាយ | ទំនប់ | ផ្សារផាវ | ផ្សារទំនប់ | ផ្សារសកុន | ផ្សារផាត ចុម | ផ្សារថាន ចេយ | ផ្សារស្គន់ | ផ្សារស្កុន | ផ្សារឃុំផ្អាវ"
103,"CHAA025","Lom Hae","Svay Rieng","ស្វាយរៀង","Romeas Haek","រមាសហែក","Ampil","អំពិល","200401","11.992734","105.451041",7,"CHAA025 | Lom Hae | Romeas Haek | 200401 | night market | kizuna bridge | kampong cham bridge",12,"ស្វាយរៀង | រមាសហែក | អំពិល | ផ្សារ7មករា | ផ្សារចី ហេរ | ផ្សារស្រែសៀម | ផ្សារបឹងកុក | ផ្សារធំកំពង់ចាម | ផ្សារ រុងចាក | ផ្សារ ព្រោកដោមចាន | ផ្សារថមាល កូល | ស្ពានគីហ្សូណា"
104,"CHAP001","Kampong Cham","Kampong Cham","កំពង់ចាម","Kampong Cham","កំពង់ចាម","Boeng Kok","បឹងកុក","030501","11.989084","105.462284",6,"CHAP001 | Kampong Cham | 030501 | night market | kizuna bridge | kampong cham bridge",11,"កំពង់ចាម | បឹងកុក | ផ្សារ7មករា | ផ្សារចី ហេរ | ផ្សារស្រែសៀម | ផ្សារបឹងកុក | ផ្សារធំកំពង់ចាម | ផ្សារ រុងចាក | ផ្សារ ព្រោកដោមចាន | ផ្សារថមាល កូល | ស្ពានគីហ្សូណា"
105,"CHAS001","Veal Vung","Kampong Cham","កំពង់ចាម","Kampong Cham","កំពង់ចាម","Veal Vong","វាលវង់","030504","11.989346","105.458567",7,"CHAS001 | Veal Vung | Kampong Cham | 030504 | night market | kizuna bridge | kampong cham bridge",11,"កំពង់ចាម | វាលវង់ | ផ្សារ7មករា | ផ្សារចី ហេរ | ផ្សារស្រែសៀម | ផ្សារបឹងកុក | ផ្សារធំកំពង់ចាម | ផ្សារ រុងចាក | ផ្សារ ព្រោកដោមចាន | ផ្សារថមាល កូល | ស្ពានគីហ្សូណា"
106,"CHAS002","Preak Kak","Kampong Cham","កំពង់ចាម","Stueng Trang","ស្ទឹងត្រង់","Preak Kak","ព្រែកកក់","031510","12.255298","105.539182",4,"CHAS002 | Preak Kak | Stueng Trang | 031510",5,"កំពង់ចាម | ស្ទឹងត្រង់ | ព្រែកកក់ | ផ្សារសតុេង ត្រាង | ផ្សារក្រូចឆ្មារ"
107,"CHAS003","Soutib","Kampong Cham","កំពង់ចាម","Cheung Prey","ជើងព្រៃ","Soutib","សូទិព្វ","030308","12.053318","105.056898",4,"CHAS003 | Soutib | Cheung Prey | 030308",12,"កំពង់ចាម | ជើងព្រៃ | សូទិព្វ | ផ្សារផាវ | ផ្សារទំនប់ | ផ្សារសកុន | ផ្សារវាត ថមី | ផ្សារផាត ចុម | ផ្សារថាន ចេយ | ផ្សារស្គន់ | ផ្សារស្កុន | ផ្សារឃុំផ្អាវ"
108,"CHAS004","Chrey Vien","Kampong Cham","កំពង់ចាម","Prey Chhor","ព្រៃឈរ","Chrey Vien","ជ្រៃវៀន","031303","12.057873","105.247003",4,"CHAS004 | Chrey Vien | Prey Chhor | 031303",8,"កំពង់ចាម | ព្រៃឈរ | ជ្រៃវៀន | ផ្សារព្រេយ តូតុេង | ផ្សារកូរ | ផ្សារមីេន | ផ្សារវាត ថមី | ផ្សារព្រៃទទឹង"
109,"CHAS005","Svay Teab","Kampong Cham","កំពង់ចាម","Chamkar Leu","ចំការលើ","Svay Teab","ស្វាយទាប","030206","12.3140397","105.2777613",4,"CHAS005 | Svay Teab | Chamkar Leu | 030206",7,"កំពង់ចាម | ចំការលើ | ស្វាយទាប | ផ្សារចំការលើ | ផ្សារតាពាង ដេយថមេយ | ផ្សារស្វាយទាប | ផ្សារសពេុ"
110,"CHHA001","Ou Ruessei 01","Kampong Chhnang","កំពង់ឆ្នាំង","Kampong Tralach","កំពង់ត្រឡាច","Ou Ruessei","អូរឫស្សី","040506","11.939555","104.714322",4,"CHHA001 | Ou Ruessei 01 | Kampong Tralach | 040506",11,"កំពង់ឆ្នាំង | កំពង់ត្រឡាច | អូរឫស្សី | ផ្សារsalalek5 | ផ្សារត្រាច | ផ្សារក្បាលដំរី | ផ្សារ ថនូាល តូតុេង | ផ្សារ តាចេស | ភូមិផ្សារត្រាច | សាលាបឋមសិក្សា ផ្សារត្រាច | អនុវិទ្យាល័យ ផ្សារត្រាច"
